content,file_path
"问题是想将来去日本读研，高考的大学、专业选什么比较合适？,简单的描述是请大家敞开来说<br><br>如果方便的话能否分析一下我的情况并给我建议？感谢<br>我现在高二，理科女，打算在国内上大学然后去日本读研，想去日本是因为比较喜欢日本这个环境（原来想将来在日本就业，看到知友的一些话有点醒悟还是单单读研就好）。<br>想问一下如何选择大学和专业？<br>我的意思是，是否有的大学在日本名声好（除了清北那些。。遥不可及的大学），或者跟日本有什么项目的，不过网上看到那些22似乎都比较坑的样子。。<br>二是专业的选择，我本身没有什么特别执着的专业，感兴趣的是服装设计室内设计建筑园林景观城市规划之类（不过我没美术基础），想问一下在日本哪些专业中国人会比较优势？或者好就业？<br>三是，是否大学直接选日语专业？<br><br>说的有点多，希望大家能够帮助我谢谢,正文为名校申请留学和奖学金的时候明显会容易些，如果不是的话就要靠实力多一点。绝对不建议读日语系。1，读其他专业同时自学日语完全可以达到留学要求的水平（N1） 2，留学日本的日语系同学非常多，但到了日本不能继续读日语，只能申请些经济，新闻等专业，和有专业背景的人竞争的话非常难。可以考虑一些大学的22，或者联合培养等，留学更容易。理工科在就职的时候除了可以投文科能投的绝大多数专业，还可以投文科没法做的专业性",webtext2019zh\web_text_zh_testa.json
"问题是你从哪一幕看出了周星驰的演技？,简单的描述是其实喜剧演员真的是个吃力不讨好的职业，注定徘徊在主流之外。不止一次看到有人说周星驰演什么都一个样，作为周星星的脑残粉我是一百万个不同意，我认为史提芬周凌凌漆尹天仇还有至尊宝，几乎所有的角色我都觉得各不相同，这真的是情人眼里出西施吗？客观来说，你认为哪一幕最能表现周星驰的演技呢？,正文为星爷的电影凡事你笑了，那就是，",webtext2019zh\web_text_zh_testa.json
"问题是和异性合租是什么样的体验？,简单的描述是中午和同事聊天谈论到了这个问题，因为自己从来没跟异性合租过，所以想问问有过这种体验的同学能不能讲讲有什么趣事或者尴尬的事情,正文为去年考研时住在我上一个房东那，三室一厅开放厨房一卫生间，大厅还有张台球桌，看书累了敲两杆。。。住两个人（我跟房东），人少地方大租金便宜网络随便用简直找不到第二处这么便宜待遇这么好的（房东近两千租的，我只用掏三百块你信不信。。）。。。地方。后来房东外甥女来了，十六七岁的样子，除了吃饭洗漱上厕所基本全天待在房间里看肥皀剧，关键是花了4M的钱签的某通宽带，实际却只有撑死1.99M的体验，逼我不上网只看书的节",webtext2019zh\web_text_zh_testa.json
"问题是你有没有干过什么坏事，一直藏在心里不愿别人知道的那种？,简单的描述是欢迎匿名回答。,正文为高三的时候，因为受到同班同学有智能手机的诱惑，而且那时学习压力很大，很想玩手机。于是，我偷了一个大人的手机。一个月后我就后悔了，可是无法回头了。其实我从小就有偷东西的习惯，偷父母的钱，偷同学的钱，数额不大但也很无耻。那时候家里的生活条件很一般，看到身边同学的富足生活，看到自己没有而别人有的东西，总有一种意识驱使我去偷。现在想来，真他妈完蛋。现在已经彻底扼杀了这种思想，但是自己犯过的错一直都刻",webtext2019zh\web_text_zh_testa.json
"问题是子宫内膜癌复发意味着什么？,简单的描述是母亲今年57岁 于2014年7月初查处子宫内膜癌 当月9日进行手术 摘除了全部子宫及其附件 卵巢盆腔什么的也都一并摘了 便随即进行了6个月的化疗 化疗后休养一年 期间两次复查正常 今年一月初复查又查出复发 需要再化疗三次 （现已经完成一次化疗） 家里有一个亲生哥哥 之前刚查出来的时候我就不知道是什么期 目前哥哥瞒着我妈 我妈瞒着我 当然我哥也瞒着我 我想心里有点底 目前高三（我知道不该用自己的情况来博同情） 希望医学界的大咖告诉我一下 母亲目前是什么样的情况 我没有具体的数据 谢谢了,正文为今天我才知道我妈妈也得了这个病 她没故意不告诉我 也没专门跟我说。我好担心 今年我也高三，只是去单招了，正在等待成绩，如果你能看见，可不可以告诉我你母亲的病情形式和康复，我妈妈过几天就开始后期，化疗，具体她不告诉我，她从来不告诉我这些。我操我该怎么办我真的不知道了",webtext2019zh\web_text_zh_testa.json
"问题是高情商的女生有什么特点？怎么和高情商的女生交往？,简单的描述是活泼大方高情商的女生有哪些特点？有哪些喜好和厌恶的？怎么和这样的女生交往？,正文为我有一个大学同学，相处起来特别舒服，江浙人，说话软软的。我们经常一起出去约会逛街，我注意到每次我问她想去哪吃，她喜欢的，她就会开心地说好呀好呀，不喜欢的就会说，都听你的，我去哪都行。然后我想起昨晚学长跟我说，他跟他那个有点好感的女孩子掰了。关于那个大学同学，她是我们班那种明明长得很漂亮但是不招人嫉妒，只跟一两个人深交但是其他人对她评价都不错的人。明明很漂亮，但是不发自拍。家里有钱标准白富美",webtext2019zh\web_text_zh_testa.json
"问题是icu护士和病人及家属关系？,简单的描述是妈妈在ICU头脑却很清醒，嘴里插着呼吸机，手却要写。她看到我们来很激动，她在纸上写“把我弄出去，让XX弄轮椅去，这里太复杂！出去了再说！护士很凶！太可怕了？”，写完怕被看到一样就揉了，护士说不行那是她们要用的单子，我妈就撕了，护士狠狠地看着我妈。我们家里人都不是会故意为难别去的人，就说让她自己好好忍耐配合护士的工作。我妈妈就挣扎，想拔呼吸机轻生。期间我出去了一次换其他亲人，再进去的时候，护士在重新固定呼吸机，撕原来胶布的时候，根本不顾及患者痛不痛！就使劲撕，我实在看不下去了，就说您轻点，她立马就轻手轻脚，语气都和蔼了。还和我们聊天，说我们长得像。我大舅就一直拉着我妈说要好好活积极配合的话，我妈却拼命的看我再看那个护士。我出来后真的五味杂陈，不知道为什么会这样，有些人是真的麻木还是什么<br>-----------------------------------------------------<br> 谢谢大家的回答<br> 我母亲已经从icu里出来了，人很精神，头脑也没有问题。她告诉我：“我从那里面（icu）里活着出来不容易，那就是炼狱。（在icu的病人大多数都会很痛苦，这一点我们不会乱怪罪医护人员）我那次闹过以后（试图拔呼吸机）他们就不给我水喝，你和你舅舅写纸条问我到底怎么了？之后他们就折磨我一晚上，我刚要睡觉就被叫醒，“表演”了一晚上，“节目”不断。（我们都理解应该是治疗需要才会接二连三的叫醒她或者怎么样，我不是当事人也不明白其中到底发生了什么？）<br> 我只能说：“如果真对你做了什么，icu都是有监控的，我们可以正规的投诉。”<br> 我妈说：“就是因为有监控，就是因为他们做的都是该做的事，所以根本没有证据，只能打碎的牙往肚子里吞。”<br>-------<br> 这是我妈昨天中午在icu里写的，还写了救她去小李哪里（小李是同一家医院的医生）晚上的时候就完全变了，不让我们弄她出去，问我们还有没有特产，让我们给护士送礼，包红包。家里人都很疑惑，但是也在商量包多少钱的事情，万幸的是第二天就出来了。妈妈说直到走之前都没有结束。（这是是指她所谓的折磨）<br> 本护工听到我妈对我说的话了，他说：“那就是让你们包红包，你不听话不配合就整你啊，你脑子清楚又能怎样？不是你一个人这样，你问问从那里面出来的老头老太太，打死他们都不进去。”<br><br>------------------------------------------------------ 后来，主治医生也给我们说明的我妈妈的病情。很细致很负责，我们都很感谢他。这次也是我所谓的打开就合上了，但是他是告诉我们为什么这样做，这样做的道理。我们所有人都很赞同他的说法。（我们都是受过教育的，不会无理取闹，给医生信任与理解还有尊重）妈妈对我说小李医生个和他们（icu里的某些人员）完全不一样。<br>----------------------------------------------------<br><br> 之后，一切都很正常。护工叔叔换被单什么的动作很粗鲁，但是我妈妈没有埋怨的眼神，护工姐姐也不让她多喝水（就是用棉签蘸水）她也没有不开心。都很平和。<br><br>-----------------------------------------------------<br> 对于我母亲的病情，我的态度很平和，并非大家所想的那么激动。之前所做的所有手术和治疗都没有怨言。<br>第一次医学院的医生说就见过三个，我妈是第三个，他们打开没动又合上。也是保守治疗。<br>之后的都是在不断摸索中求医问药，最初医生下的只能活一年的通告，我们都坚持了三年了。<br>我可以理解医学是学无止境的，人体在不断的变化，这一刻是这样的，下一刻就可能会变异。这次手术医生也说是非常罕见。难度之大，家属也可以想象。<br>这个问题就是我对这次我妈妈说在icu“炼狱”般的感受。很疑惑。但是也不能妄言别人的是非，毕竟不是亲眼所见，亲身经历。<br>-----------------------------------------------------<br> 以上言论，完全没有针对任何人。不公布医院的名称，也是对医院的尊重，就事论事。<br><br> 如果有冒犯，在这里先道歉了。（鞠躬）,正文为谢邀。最近正好在ICU上班应该有资格回答一下这个问题。粗略回想一下，近几个月各跟家属谈话的时候听见种病人或者家属跟我说icu护士不温柔，凶，粗暴对待病人甚至去护理部医务科投诉的事迹已经有好几件了。我先说一下一些ICU常规的粗暴护理方式吧。1，把四肢绑在床上，防止躁动的病人扯身上的留置针和呼吸机。2，用劲拍患者的脸颊肩膀，用劲按压患者的神经痛点以确认患者的神智，是否清醒。3，非常大声地呼唤患者跟他",webtext2019zh\web_text_zh_testa.json
"问题是减肥的你们是怎样抵挡住食物的诱惑的？,简单的描述是以前就是个瘦子怎么吃都吃不胖<br>但是好日子三四年前已到头<br>当我发现自己体重满满增加时我就开始计算卡路里了<br>但是 即使知道各种食物的热量看见高卡爱吃的食物时还是合不拢嘴<br>而且本人嘴特别馋完全停不下来一定要见到盘子底才罢休<br>美食与体重难以兼得 可实在难以抵挡住诱惑 如今体重持续上涨ing<br>此时想问那些减肥成功的亲们你们面对一堆好吃的可以视而不见 是怎么做到的<br>在线等。。x,正文为算是减肥取得小成功，但是真的做不到对美味的食物视而不见每一周都有一餐放纵一下自己，不能太委屈自己对不对？吃点喜欢的食物也会让减肥更有动力 要忍住不吃，最重要的事是：一定不要吃第一口！一定不要吃第一口！一定不要吃第一口！ 否则，破功分分钟，不要怪我没说过哦",webtext2019zh\web_text_zh_testa.json
"问题是口交的时候允许射嘴里吗？,简单的描述是口交没忍住，直接射嘴里，女人能接受吗？,正文为我怎么想不出这种问题",webtext2019zh\web_text_zh_testa.json
"问题是在问答社区上如何选择关注的人？,简单的描述是,正文为我想说一点，就是在问答社区上一个用户的答案“和”一个用户的时间线“其实是两码事。一个用户的答案只是他时间线的一部分，并且，通常是很小的一部分。很多人在问答社区上选择关注别人的标准都是“ta的答案都是干货，他的答案好有意思啊，他看起来好风趣啊，果断关注！ 可是你有没有想过，如果按照这个思路，你关注的只是这个用户的答案而已，即使像我这样的大水货，我一天最多也就答2道题，现在问答社区上对于“惜字如金，一鸣惊人”还是",webtext2019zh\web_text_zh_testa.json
"问题是长的丑但有一个帅气的男朋友是一种怎样的体验？,简单的描述是作为提问者，我刚刚从隔壁男生版问题回来，从两方回答问题数量我得出初步答案，相比男生，女生才不是颜控呢。<br>姐妹衍生问题：,正文为两个问题一对比就知道了，眼瞎的女孩子还是有的，而眼瞎的蓝孩纸。。。。几乎没有>< 居然有20多个赞了 要不大家祝福我能找到一个眼瞎的男孩子^^ 都感谢不点赞 40个赞，然而还是单身狗（）",webtext2019zh\web_text_zh_testa.json
"问题是你们是怎么学习心电图的？,简单的描述是医学 心电图的学习方法,正文为大家都很想要PPT，文件太大，邮箱都有些吃力。终于弄好了！在下面这个邮箱的收件箱里面。邮箱账号xindiantu12345163.com 密码123asd 人太多就不一一发送了，辛苦大家去邮箱里扒啦！别忘了给我点个赞哦！ 涝呆植物 路铭心 陈强 阿士匹灵 夏之易 蛇叔 沈素若 蹄辣米酥 上善 Vera Zheng Joo Sasha 辣么朵 下起了雨 如果二 刘超 -----正文分割线 心电图说好学也好学，说不好学也不好学。好学的是经典病的诊断，不好学的是原理与",webtext2019zh\web_text_zh_testa.json
"问题是只因为大虾，青岛就这么招人厌？,简单的描述是最近大虾的事件大家也知道，作为一个青岛人，我自己也承认，确实是青岛的错误，整改是需要的，批评是正确的，我们都接受，我们也需要逼迫政府真正做出一些事来 但是不至于说，我不来旅游，而且天天黑青岛吧？虽然是网友的个人意见，我们完全尊重，但这个有点过了吧？ . 大家不来没有关系，青岛确实需要积极整改，等青岛一片和谐美好，我相信大家都会有改观，但是这样的言论，我作为一个青岛人，只能说不接受，毕竟我们共同存在于一个强大而且统一的国家，我们身在青岛，其实有些事情我们更加了解，大部分青岛人相当热情而且善良，我相信他们和我一样对大家充满愧疚，希望大家能给青岛一个改正的机会！ 其实大家，我并不是觉得大虾的问题不严重，大家不要说，你说的好轻松啊或者说没有重视这个问题，我问这个，就是想知道，大家是不是因为青岛旅游的问题就一棒子打死了青岛人 我是个学生，今天回家才看到大家的回答，其实说实话，挺伤心的，昨天上了问答社区，看到大家在说，以后不来青岛了，我天天黑青岛，青岛坑人多厉害，作为一个青岛人，我真的极其愧疚，但又有不平，我总是不希望大家给青岛留下这样一个印象，甚至像某位答友说的那样，连累了济南，但不得不说，游客们来到青岛，看到的东西总和我这个土生土长的人不一样，既然这么多人说，就证明青岛这问题真的不简单，是需要急切改正的 好多人说，青岛人自大，不把别的省市的人放在眼里，只活在自己的世界里，我真的想说，请大家相信，大部分，我说的是大部分青岛人说，不来旅游就不来，我们照样活的好好的，只是爱护青岛的爱护的过于激进了 像大家说的，我是闲的没事干了，真的还想重复一次，我是做不了很多事，我代表不了青岛政府，也代表不了青岛大众，那我只代表自己，一个算得上善良热情而且能接受批评的青岛人，首先真诚的致歉，其次真诚的希望大家能对青岛抱有一点希望。刚刚问答社区通知我，问题表意不明，被锁定了，如此便如此吧，对不起大家了<br>,正文为黄晓明一个青岛人，婚礼却在上海办，可见家乡的酒席是有多贵",webtext2019zh\web_text_zh_testa.json
"问题是有哪些不起眼却非常赚钱的行业？,简单的描述是,正文为淘宝一下艾滋梅毒试纸和美鼻神奇。你会发现不一样的世界。",webtext2019zh\web_text_zh_testa.json
"问题是薛之谦称自己一首单曲要100万人民币，这有可能吗？,简单的描述是我比较喜欢薛之谦，但是不明白100万花费在哪些地方。看过梁欢的纪录片音乐的秘密。烦专业人士回答。（手动微笑,正文为我来了。这个问题关注很久了。但我一直不作声。嗯，我就是这么心机boy的。我们这些音乐民工，一看就知道，“一首歌一百万”是吹牛逼。可能大家没什么概念，我这么说行么？ 我找一个拿过格莱美奖的母带工程师，给我做混音，一首歌折后可以3000人民币。（需要的，私信我。讲真。） 而我做的一首歌（地址：兰亭疾叙 ），找了黄贯中给我弹吉他，你猜猜花了多少钱？我一开始预算是10万以下我都能接受（自带光环Marketing费用），但",webtext2019zh\web_text_zh_testa.json
"问题是广东财经大学真有那么差吗？,简单的描述是在网上看到不少在读甚至毕业的学生吐槽广财 真有那么差吗？好心塞,正文为从我进入这所学校，其实我觉得挺好的，我甚至引以为傲。为什么呢？因为，这所学校是我奋斗的结果，其二大学是素质教育，我认为广财在给学生的自由度方面真的很足，不认为的可以去对比其他学校。我觉得每个学校都有这几年发生的问题，可是为什么我们学校反响那么大呢？因为来广财的都是那些自以为可以考上一本以上院校的学生，本身就觉得自己屈尊了，所以大部分的缺点就会被无限放大。我们学校才成立三十几年，你们怎么可以把年",webtext2019zh\web_text_zh_testa.json
"问题是在问答社区，你发现过那些成了精的妖怪?,简单的描述是好好回答，你们别过火了。。。。,正文为更完整的答案见问答社区上有哪些已成为妖精的逆天存在？ - 断指守间的回答 1匿名精，分身无数，随处可见，深藏功与名，揭露罪与罚，逆转红与黑。2蛤蟆精，半亩方塘一鉴开，听取蛙声一片，蛤蛤蛤蛤蛤。3图灵精，就你图多，就你抖机灵！ 4装逼精，你看我这逼装得优雅不？管你逗逼傻逼牛逼，统统都是逼出来的。5和谐精，违反法律法规的内容，不宜公开讨论的政治内容。6脑洞精，据说盘古开天时，第一斧劈错了，劈到",webtext2019zh\web_text_zh_testa.json
"问题是《寡人有疾》这本书怎么样？,简单的描述是,正文为还不错，写法比较新颖。但作者应该能写出更好的作品。",webtext2019zh\web_text_zh_testa.json
"问题是是什么让你从此发奋？,简单的描述是人的一生注定有很多经历，不同的经历造就不同的人。在你的生命里，有没有那么一个经历，让你从此发奋。<br>大家都有过什么样的经历让自己决心从此发奋呢？<br><br>相似相关问题：<br>,正文为喜欢上了一个你觉得无法触及厉害到不行的人 见到了一个和你同龄却让你有前所未有自卑的人 成为了一个懂得为自己在这路上所取所得所欲而做些什么的人 听出父母电话里疲惫的声音。天生就是信了那句凭什么哥不行。记得小恶魔说过一句： “永远不要忘记自己是什么人，因为这个世界不会忘记。你要化阻力为助力，如此一来才没有弱点。用它来武装自己，就没有人可以用它来伤害你。”",webtext2019zh\web_text_zh_testa.json
"问题是若想从事证券分析的工作，应该具备哪些硬性条件？,简单的描述是,正文为我觉得证券分析工作对从业人员来讲是一个全方位要求的工作。首先你要有扎实的理论基础，包括宏观微观经济分析能力，公司财务分析能力，以及各项基本指标的熟练掌握。而就中国市场来讲，我觉得第一条尤为重要，在每天的政经新闻中，你要对每一条消息都有一定的敏感度反应。从上海自贸区到特斯拉概念以及现在的国企改革，职业学校建设 等等等等，这些消息其实在个股飙升之前都在每天的财经新闻里出现过不止一次。另外，除了理论知",webtext2019zh\web_text_zh_testa.json
"问题是一个糟糕的环境对一个人会有多大影响？,简单的描述是,正文为1：会影响你的三观 2：会影响你的思考能力 3：会降低你的智商 4：会让你变得让人讨厌",webtext2019zh\web_text_zh_testa.json
"问题是日本电影现在在世界是一个什么地位？为什么日本人的电影拍摄的内容差异那么大？,简单的描述是日本电影能拍出很纯爱的爱情电影，有萌出血的猫狗电影，有时也会出现一些看完会让人对导演的世界观产生质疑的变态电影，还有一些无节操无下限的电影，这样巨大的差异'是因为他多元化的社会氛围导致的么？,正文为我觉得题主所说的 能拍出内容差异那么大的电影 正是日本电影的类型化发展比较成功的体现。日本的电影产业算是相当发达的，你说的日本电影的地位，这个不好一概而论，但是不可否认的是，日本的电影水平是相当高的。电影大师也层出不穷，从之前的黑泽明小津安二郎今村昌平等，到如今的中生代是枝裕和黑泽靖青山真治等，以及专注于类型片的北野武三池崇史，以及动画界的世界级大师宫崎骏高畑勲等等。而且最近几年也有新",webtext2019zh\web_text_zh_testa.json
"问题是最底层的群体最爱国，这句话正确吗？,简单的描述是很多小粉红家境并不富裕，为什么会更爱国？<br>原问题为“很爱国”,正文为如果我是国企老总，我肯定想干翻这个国家。因为老子捞点钱还得偷着摸着的，把这个电网私有成老子的多好。老子肯定不会贪污了，因为所有的收入全都光明正大地属于老子了。如果我是黑社会老大，我肯定想干翻这个国家。因为老子被你党压的死死的，不自由。如果我是毒贩，我肯定想干翻这个国家。因为看看人家美国贩毒吸毒比你国多自由，还不用担心掉脑袋，这才是保障人权。如果我是法律精英，我肯定想干翻是这个国家。因为老子",webtext2019zh\web_text_zh_testa.json
"问题是男人应该安慰在雨里痛哭的陌生女孩吗？,简单的描述是今早在公司大楼门口看到一个不认识的女生坐在雨中痛哭，当时就想要不要过去安慰一下。后来有女性朋友说，这种情况下陌生男人就不要过去安慰了，你们觉得呢？,正文为谢邀。我仔细思考了题主的问题 最后发现没有确定答案。如果那个女生是我 我希望你不要来安慰我。因为这种难熬的时刻我就只想一个人度过 不希望被人打扰。可是也许那个女生跟我不一样 她恰好是很无助 想找个人聊聊呢？ 所以没有确定答案 你可以去按你想做的去做 当然妹子也可能沉浸在自己的世界不搭理你 那样的话也不要沮丧。毕竟你心存温暖 是个善良的人。",webtext2019zh\web_text_zh_testa.json
"问题是什么是「穷人思维」？,简单的描述是,正文为下雨天，一辆保时捷驶过，溅了我一身水 我发誓 等我有钱了 一定要 买一件属于自己的雨衣！！",webtext2019zh\web_text_zh_testa.json
"问题是怎么看待最近苏州房价的快速上涨？,简单的描述是今年，苏州房价剧烈上涨呀，特别是园区的，15000的变成了20000多，是什么原因导致上涨呢？最关键的是，还会上涨吗？现在买可以吗？谢谢啦,正文为我特么刚买，现场跟打架一样，还真有买家被打了抬出去了。我还是混进去的，可怜我这身板。资源啊！一切都是资源啊！ 太火爆了。就我自己而言，端午节之前买能省十几万。所以我亏大了。但是后续还会涨。唉。",webtext2019zh\web_text_zh_testa.json
